,Unnamed: 0,1
0,count,1389.0
1,mean,2.629703998565674
2,std,1.5014573335647583
3,min,0.016666667535901
4,25%,1.7076644897460938
5,50%,2.336867094039917
6,75%,3.219446897506714
7,max,14.516666412353516
0,count,1373.0
1,mean,2.7738637924194336
2,std,1.4088271856307983
3,min,0.016666667535901
4,25%,1.895386338233948
5,50%,2.5656917095184326
6,75%,3.366780996322632
7,max,11.516666412353516
0,count,1378.0
1,mean,2.839228630065918
2,std,1.3777390718460083
3,min,0.0333333350718021
4,25%,2.02903425693512
5,50%,2.620295763015747
6,75%,3.383333444595337
7,max,12.533333778381348
0,count,1399.0
1,mean,2.529225826263428
2,std,1.3983138799667358
3,min,0.016666667535901
4,25%,1.653891623020172
5,50%,2.2881019115448
6,75%,3.116434693336487
7,max,11.800000190734863
0,count,1402.0
1,mean,2.3373587131500244
2,std,1.4669132232666016
3,min,0.0
4,25%,1.3764726221561432
5,50%,2.0203607082366943
6,75%,2.955028593540192
7,max,14.783333778381348
0,count,1408.0
1,mean,1.7158528566360474
2,std,1.3831998109817505
3,min,0.016666667535901
4,25%,0.8164215683937073
5,50%,1.235631227493286
6,75%,2.1679933071136475
7,max,10.36666488647461
0,count,1411.0
1,mean,1.0973618030548096
2,std,1.1728826761245728
3,min,0.0666666701436042
4,25%,0.4938318729400635
5,50%,0.699999988079071
6,75%,1.1887838244438171
7,max,11.340478897094728
0,count,1396.0
1,mean,2.410545587539673
2,std,1.4872571229934692
3,min,0.0916666686534881
4,25%,1.443334877490997
5,50%,2.0460883378982544
6,75%,3.059642016887665
7,max,12.18333339691162
0,count,1401.0
1,mean,2.228399515151977
2,std,1.5509353876113892
3,min,0.0333333350718021
4,25%,1.190000057220459
5,50%,1.8455549478530884
6,75%,2.777627944946289
7,max,13.466666221618652
0,count,1404.0
1,mean,1.570466160774231
2,std,1.3834036588668823
3,min,0.016666667535901
4,25%,0.6833333373069763
5,50%,1.033545196056366
6,75%,1.999998927116394
7,max,11.66666030883789
0,count,1413.0
1,mean,1.0093035697937012
2,std,1.179417610168457
3,min,0.0
4,25%,0.4484833478927612
5,50%,0.6288033723831177
6,75%,1.0012202262878418
7,max,12.483333587646484
0,count,1384.0
1,mean,2.9774200916290283
2,std,1.4402302503585815
3,min,0.016666667535901
4,25%,2.108711302280426
5,50%,2.740996718406677
6,75%,3.655671954154968
7,max,11.066673278808594
0,count,1378.0
1,mean,3.056302309036255
2,std,1.416772484779358
3,min,0.016666667535901
4,25%,2.243085741996765
5,50%,2.832808375358581
6,75%,3.6420539021492
7,max,13.93333339691162
0,count,1397.0
1,mean,2.713587999343872
2,std,1.4125406742095947
3,min,0.0
4,25%,1.8988275527954104
5,50%,2.4855549335479736
6,75%,3.2443554401397705
7,max,14.93333339691162
0,count,1403.0
1,mean,2.580961227416992
2,std,1.3071582317352295
3,min,0.233333334326744
4,25%,1.7737460732460022
5,50%,2.370109796524048
6,75%,3.1244053840637207
7,max,10.216666221618652
0,count,1407.0
1,mean,1.9666688442230225
2,std,1.3332470655441284
3,min,0.016666667535901
4,25%,1.0991079211235046
5,50%,1.5871031284332275
6,75%,2.4493497610092163
7,max,11.412500381469728
0,count,1412.0
1,mean,1.1881980895996094
2,std,1.1405246257781982
3,min,0.0399999991059303
4,25%,0.5587577223777771
5,50%,0.786353200674057
6,75%,1.3187718391418457
7,max,10.527780532836914
0,count,1385.0
1,mean,2.9881184101104736
2,std,1.4073432683944702
3,min,0.050000000745058
4,25%,2.162314176559448
5,50%,2.7769129276275635
6,75%,3.5805554389953613
7,max,11.550000190734863
0,count,1386.0
1,mean,3.168937921524048
2,std,1.418985366821289
3,min,0.016666667535901
4,25%,2.340682804584503
5,50%,2.9549022912979126
6,75%,3.7074649930000314
7,max,13.266666412353516
0,count,1398.0
1,mean,2.848665237426758
2,std,1.361127495765686
3,min,0.1000000014901161
4,25%,2.0779420733451843
5,50%,2.666222929954529
6,75%,3.390055000782013
7,max,12.800000190734863
0,count,1405.0
1,mean,2.7126054763793945
2,std,1.3079607486724854
3,min,0.1000000014901161
4,25%,1.9541666507720947
5,50%,2.5166666507720947
6,75%,3.2195940017700195
7,max,13.93333339691162
0,count,1412.0
1,mean,2.220942497253418
2,std,1.3713911771774292
3,min,0.016666667535901
4,25%,1.3674322068691254
5,50%,1.9527555108070371
6,75%,2.719017624855041
7,max,12.649999618530272
0,count,1412.0
1,mean,1.317294001579285
2,std,1.27116596698761
3,min,0.025000000372529
4,25%,0.6133292764425278
5,50%,0.873602956533432
6,75%,1.50277778506279
7,max,11.491661071777344
0,count,1385.0
1,mean,3.114738941192627
2,std,1.4164581298828125
3,min,0.0333333350718021
4,25%,2.306835651397705
5,50%,2.905555486679077
6,75%,3.6766960620880127
7,max,14.333333015441896
0,count,1380.0
1,mean,3.2855281829833984
2,std,1.3685120344161987
3,min,0.016666667535901
4,25%,2.4783756136894226
5,50%,3.09125816822052
6,75%,3.889461696147919
7,max,13.199999809265137
0,count,1398.0
1,mean,3.0369882583618164
2,std,1.3253614902496338
3,min,0.0
4,25%,2.2537201046943665
5,50%,2.8563791513442998
6,75%,3.5611063838005066
7,max,12.416666984558104
0,count,1402.0
1,mean,2.956712484359741
2,std,1.404246807098389
3,min,0.016666667535901
4,25%,2.155803918838501
5,50%,2.7326314449310303
6,75%,3.469586968421936
7,max,13.538888931274414
0,count,1412.0
1,mean,2.409071207046509
2,std,1.4047218561172483
3,min,0.0
4,25%,1.594113141298294
5,50%,2.1304078102111816
6,75%,2.902408719062805
7,max,13.43333339691162
0,count,1412.0
1,mean,1.512748956680298
2,std,1.217026710510254
3,min,0.050000000745058
4,25%,0.7396210432052612
5,50%,1.0867965817451477
6,75%,1.802543044090271
7,max,9.972217559814451
0,count,1371.0
1,mean,3.1910462379455566
2,std,1.4050352573394775
3,min,0.1500000059604644
4,25%,2.356557607650757
5,50%,2.9571752548217773
6,75%,3.848166823387146
7,max,10.829169273376465
0,count,1376.0
1,mean,3.254178047180176
2,std,1.3320549726486206
3,min,0.050000000745058
4,25%,2.5109132528305054
5,50%,3.0672470331192017
6,75%,3.785554707050324
7,max,11.358333587646484
0,count,1395.0
1,mean,3.108781337738037
2,std,1.308958649635315
3,min,0.116666667163372
4,25%,2.3464951515197754
5,50%,2.905484914779663
6,75%,3.663320302963257
7,max,11.616666793823242
0,count,1399.0
1,mean,3.0433428287506104
2,std,1.2506111860275269
3,min,0.016666667535901
4,25%,2.3294016122817998
5,50%,2.884164571762085
6,75%,3.56724750995636
7,max,9.866666793823242
0,count,1410.0
1,mean,2.594675064086914
2,std,1.311989188194275
3,min,0.0333333350718021
4,25%,1.7812779247760773
5,50%,2.362203598022461
6,75%,3.1851616501808167
7,max,10.233333587646484
0,count,1413.0
1,mean,1.6992698907852173
2,std,1.2632288932800293
3,min,0.0
4,25%,0.8965109586715698
5,50%,1.322057843208313
6,75%,2.070869207382202
7,max,11.557143211364746
0,count,1376.0
1,mean,2.884396314620972
2,std,1.6508917808532717
3,min,0.0
4,25%,1.8214229345321653
5,50%,2.5445573329925537
6,75%,3.524294853210449
7,max,14.083333015441896
0,count,1354.0
1,mean,2.9746570587158203
2,std,1.489986538887024
3,min,0.016666667535901
4,25%,2.0405290126800537
5,50%,2.768800139427185
6,75%,3.6594006419181824
7,max,10.850001335144045
0,count,1342.0
1,mean,3.1328320503234863
2,std,1.4597947597503662
3,min,0.016666667535901
4,25%,2.223570466041565
5,50%,2.9329406023025517
6,75%,3.864629566669464
7,max,13.416666984558104
0,count,1382.0
1,mean,2.815798282623291
2,std,1.4065862894058228
3,min,0.016666667535901
4,25%,1.935183107852936
5,50%,2.599352717399597
6,75%,3.438011646270752
7,max,13.616666793823242
0,count,1391.0
1,mean,2.740968704223633
2,std,1.5588887929916382
3,min,0.016666667535901
4,25%,1.815438985824585
5,50%,2.4566586017608643
6,75%,3.335193037986756
7,max,14.81666660308838
0,count,1398.0
1,mean,2.1385226249694824
2,std,1.3984423875808716
3,min,0.016666667535901
4,25%,1.177982658147812
5,50%,1.778992474079132
6,75%,2.7429165840148926
7,max,11.533333778381348
0,count,1410.0
1,mean,1.2842899560928345
2,std,1.3144464492797852
3,min,0.025000000372529
4,25%,0.5277774333953857
5,50%,0.787544310092926
6,75%,1.5483428239822388
7,max,14.416666984558104
